0,0.20531037
1,0.24519843
2,0.23392177
3,0.21219479
4,0.18404306
5,0.15030044
6,0.114408396
7,0.10067492
8,0.089853026
9,0.0809393
10,0.07352339
11,0.06725102
12,0.07274299
13,0.0769388
14,0.07956251
15,0.08082097
16,0.08094168
17,0.08014526
18,0.07863215
19,0.07657761
20,0.07413064
21,0.071415074
22,0.06853218
23,0.065562926
24,0.062570974
25,0.059605338
26,0.05670265
27,0.053889584
28,0.051184684
29,0.04859992
30,0.046142343
31,0.043814942
32,0.041617755
33,0.039548654
34,0.037603874
35,0.03577863
36,0.034067385
37,0.032464176
38,0.03096281
39,0.029557228
40,0.02824132
41,0.027009154
42,0.025855104
43,0.024773838
44,0.023760235
45,0.02280954
46,0.021917315
47,0.02107936
48,0.020291818
49,0.0195511
50,0.018853914
51,0.01819713
52,0.017577946
53,0.016993692
54,0.016442023
55,0.015920624
56,0.015427438
57,0.014960599
58,0.014518315
59,0.014098923
60,0.013701002
61,0.013323095
62,0.012963954
63,0.012622388
64,0.012297275
65,0.011987617
66,0.011692437
67,0.011410895
68,0.011142127
69,0.010885431
70,0.010640063
71,0.010405404
72,0.010180805
73,0.0099657355
74,0.009759643
75,0.009562042
76,0.009372452
77,0.009190494
78,0.009015717
79,0.008847747
80,0.008686252
81,0.008530872
82,0.008381343
83,0.00823731
84,0.008098562
85,0.007964793
86,0.007835803
87,0.0077113193
88,0.0075911726
89,0.007475126
90,0.007363015
91,0.0072546457
92,0.0071498505
93,0.0070484537
94,0.0069503365
95,0.006855327
96,0.006763306
97,0.0066741398
98,0.0065877126
99,0.006503907
100,0.006422612
101,0.00634373
102,0.006267146
103,0.0061927843
104,0.006120541
105,0.0060503525
106,0.005982107
107,0.0059157526
108,0.0058512306
109,0.0057884296
110,0.00572732
111,0.005667826
112,0.0056098704
113,0.005553419
114,0.005498414
115,0.0054447865
116,0.00539252
117,0.005341532
118,0.0052917916
119,0.0052432558
120,0.005195887
121,0.0051496434
122,0.005104474
123,0.005060363
124,0.0050172564
125,0.0049751396
126,0.0049339593
127,0.0048936876
128,0.0048543136
129,0.0048157973
130,0.0047781104
131,0.004741236
132,0.0047051376
133,0.0046697794
134,0.0046351654
135,0.0046012606
136,0.004568053
137,0.004535497
138,0.0045036045
139,0.0044723214
140,0.0044416473
141,0.004411574
142,0.004382075
143,0.004353137
144,0.004324735
145,0.0042968625
146,0.0042695133
147,0.0042426423
148,0.0042162733
149,0.0041903644
150,0.004164926
151,0.004139932
152,0.00411537
153,0.0040912284
154,0.0040675052
155,0.004044175
156,0.004021249
157,0.003998698
158,0.0039765164
159,0.003954699
160,0.003933239
161,0.003912118
162,0.0038913337
163,0.0038708763
164,0.0038507364
165,0.003830917
166,0.0038114036
167,0.003792183
168,0.003773247
169,0.0037546062
170,0.0037362392
171,0.0037181338
172,0.0037003048
173,0.0036827342
174,0.0036654228
175,0.0036483612
176,0.0036315406
177,0.0036149514
178,0.0035985904
179,0.003582464
180,0.0035665587
181,0.0035508734
182,0.003535407
183,0.003520143
184,0.003505086
185,0.0034902277
186,0.003475573
187,0.0034611113
188,0.0034468365
189,0.0034327535
190,0.003418839
191,0.0034051067
192,0.0033915583
193,0.0033781803
194,0.0033649718
195,0.0033519368
196,0.003339046
197,0.0033263352
198,0.0033137696
199,0.0033013688
200,0.003289111
201,0.0032770114
202,0.00326505
203,0.0032532378
204,0.0032415579
205,0.0032300302
206,0.003218632
207,0.0032073641
208,0.0031962327
209,0.0031852296
210,0.0031743583
211,0.0031636169
212,0.003152993
213,0.0031424954
214,0.0031321247
215,0.003121856
216,0.0031117187
217,0.0031016965
218,0.0030917802
219,0.003081968
220,0.0030722807
221,0.0030626932
222,0.0030532114
223,0.0030438304
224,0.003034558
225,0.0030253916
226,0.0030163254
227,0.0030073533
228,0.0029984752
229,0.0029897005
230,0.0029810183
231,0.0029724275
232,0.002963921
233,0.0029555273
234,0.0029472054
235,0.002938981
236,0.0029308398
237,0.002922784
238,0.002914811
239,0.0029069246
240,0.0028991213
241,0.0028914034
242,0.0028837596
243,0.0028761977
244,0.002868708
245,0.002861296
246,0.002853969
247,0.0028467153
248,0.0028395322
249,0.0028324234
250,0.0028253908
251,0.0028184182
252,0.0028115313
253,0.0028047026
254,0.0027979452
255,0.0027912583
256,0.0027846422
257,0.0027780873
258,0.0027715976
259,0.0027651722
260,0.0027588124
261,0.002752517
262,0.002746271
263,0.0027401056
264,0.0027339926
265,0.002727931
266,0.00272194
267,0.0027159979
268,0.0027101238
269,0.002704295
270,0.0026985325
271,0.0026928263
272,0.0026871625
273,0.0026815657
274,0.0026760173
275,0.0026705246
276,0.0026650797
277,0.0026596903
278,0.0026543497
279,0.0026490632
280,0.0026438234
281,0.0026386383
282,0.0026334887
283,0.0026283965
284,0.002623352
285,0.0026183526
286,0.0026134006
287,0.0026084953
288,0.0026036326
289,0.0025988186
290,0.0025940472
291,0.0025893177
292,0.002584637
293,0.0025799964
294,0.002575394
295,0.002570837
296,0.0025663257
297,0.0025618414
298,0.0025574125
299,0.0025530178
300,0.0025486595
301,0.0025443467
302,0.0025400615
303,0.0025358293
304,0.0025316228
305,0.0025274602
306,0.0025233263
307,0.002519235
308,0.0025151744
309,0.002511153
310,0.0025071604
311,0.002503204
312,0.0024992942
313,0.002495422
314,0.0024915643
315,0.0024877405
316,0.0024839581
317,0.0024802042
318,0.0024764836
319,0.0024727983
320,0.0024691375
321,0.0024655133
322,0.0024619135
323,0.0024583424
324,0.002454809
325,0.0024513025
326,0.0024478256
327,0.002444367
328,0.0024409487
329,0.002437554
330,0.0024341922
331,0.0024308548
332,0.0024275414
333,0.0024242585
334,0.0024209989
335,0.0024177702
336,0.0024145641
337,0.0024113862
338,0.0024082325
339,0.0024051
340,0.002401995
341,0.002398911
342,0.0023958588
343,0.0023928205
344,0.002389809
345,0.002386832
346,0.0023838652
347,0.002380927
348,0.002378005
349,0.0023751096
350,0.0023722395
351,0.0023693931
352,0.0023665628
353,0.0023637516
354,0.0023609737
355,0.002358205
356,0.0023576394
357,0.0023585686
358,0.0023594815
359,0.0023603744
360,0.002361255
361,0.0023621235
362,0.0023629756
363,0.0023638115
364,0.0023646394
365,0.0023654553
366,0.0023662467
367,0.0023670339
368,0.002367805
369,0.0023685598
370,0.0023693023
371,0.002370037
372,0.002370751
373,0.002371457
374,0.0023721508
375,0.002372828
376,0.0023734975
377,0.0023741464
378,0.0023747953
379,0.0023754197
380,0.0023760444
381,0.0023766442
382,0.0023772402
383,0.0023778237
384,0.002378391
385,0.0023789583
386,0.002379501
387,0.0023800356
388,0.002380558
389,0.0023810803
390,0.0023815862
391,0.0023820759
392,0.0023825613
393,0.0023830263
394,0.0023834954
395,0.00238394
396,0.0023843844
397,0.0023848207
398,0.0023852366
399,0.0023856482
400,0.0023860517
401,0.0023864387
402,0.0023868177
403,0.0023871881
404,0.0023875465
405,0.0023878966
406,0.0023882426
407,0.0023885763
408,0.0023888978
409,0.002389215
410,0.002389524
411,0.0023898247
412,0.0023901132
413,0.0023903977
414,0.0023906738
415,0.0023909335
416,0.002391193
417,0.0023914364
418,0.0023916755
419,0.0023919062
420,0.002392133
421,0.0023923474
422,0.0023925535
423,0.0023927556
424,0.0023929453
425,0.0023931267
426,0.002393304
427,0.0023934732
428,0.002393638
429,0.0023937908
430,0.002393939
431,0.0023940792
432,0.0023942154
433,0.002394335
434,0.0023944548
435,0.002394562
436,0.002394665
437,0.002394764
438,0.002394859
439,0.0023949414
440,0.0023950157
441,0.00239509
442,0.0023951558
443,0.0023952138
444,0.0023952716
445,0.0023953167
446,0.0023953621
447,0.0023953952
448,0.002395424
449,0.0023954487
450,0.0023954653
451,0.0023954737
452,0.0023954818
453,0.0023954778
454,0.0023954737
455,0.0023954653
456,0.0023954448
457,0.0023954199
458,0.0023953952
459,0.0023953621
460,0.002395325
461,0.0023952797
462,0.0023952343
463,0.0023951808
464,0.002395123
465,0.0023950527
466,0.0023949868
467,0.0023949083
468,0.002394834
469,0.0023947475
470,0.0023946608
471,0.002394566
472,0.0023944671
473,0.0023943682
474,0.0023942566
475,0.0023941454
476,0.0023940299
477,0.0023939102
478,0.0023937824
479,0.0023936504
480,0.0023935144
481,0.0023933782
482,0.002393238
483,0.0023930937
484,0.0023929453
485,0.0023927845
486,0.002392632
487,0.002392463
488,0.002392294
489,0.0023921288
490,0.0023919558
491,0.0023917784
492,0.0023916012
493,0.0023914156
494,0.0023912261
495,0.0023910282
496,0.0023908345
497,0.0023906366
498,0.0023904305
499,0.0023902205
